,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
2591233,Brasil,,,76,,,,2021-07-07,27,210147125.0,18909037.0,54022,528540,1648,17262646.0,1065477.0,
2591234,Brasil,,,76,,,,2021-07-08,27,210147125.0,18962762.0,53725,530179,1639,17352670.0,1027827.0,
2591235,Brasil,,,76,,,,2021-07-09,27,210147125.0,19020499.0,57737,531688,1509,17422854.0,1009729.0,
2591236,Brasil,,,76,,,,2021-07-10,27,210147125.0,19069003.0,48504,532893,1205,17479277.0,1009534.0,
2591237,Brasil,,,76,,,,2021-07-11,28,210147125.0,19089940.0,20937,533488,595,17530369.0,1005741.0,
2591238,Brasil,,,76,,,,2021-07-12,28,210147125.0,19106971.0,17031,534233,745,17588312.0,968140.0,
2591239,Brasil,,,76,,,,2021-07-13,28,210147125.0,19151993.0,45022,535838,1605,17666654.0,906084.0,
2591240,Brasil,,,76,,,,2021-07-14,28,210147125.0,19209729.0,57736,537394,1556,17770617.0,845538.0,
2591241,Brasil,,,76,,,,2021-07-15,28,210147125.0,19262518.0,52789,538942,1548,17858633.0,813702.0,
2591242,Brasil,,,76,,,,2021-07-16,28,210147125.0,19308109.0,45591,540398,1456,17917189.0,806387.0,
2591243,Brasil,,,76,,,,2021-07-17,28,210147125.0,19342448.0,34339,541266,868,17951699.0,816012.0,
2591244,Brasil,,,76,,,,2021-07-18,29,210147125.0,19376574.0,34126,542214,948,17983275.0,817907.0,
2591245,Brasil,,,76,,,,2021-07-19,29,210147125.0,19391845.0,15271,542756,542,18023512.0,810848.0,
2591246,Brasil,,,76,,,,2021-07-20,29,210147125.0,19419437.0,27592,544180,1424,18067080.0,782009.0,
2591247,Brasil,,,76,,,,2021-07-21,29,210147125.0,19473954.0,54517,545604,1424,18124621.0,750636.0,
2591248,Brasil,,,76,,,,2021-07-22,29,210147125.0,19523711.0,49757,547016,1412,18206173.0,722177.0,
2591249,Brasil,,,76,,,,2021-07-23,29,210147125.0,19632443.0,108732,548340,1324,18331462.0,752641.0,
2591250,Brasil,,,76,,,,2021-07-24,29,210147125.0,19670534.0,38091,549448,1108,18340760.0,780326.0,
2591251,Brasil,,,76,,,,2021-07-25,30,210147125.0,19688663.0,18129,549924,476,18349436.0,789303.0,
2591252,Brasil,,,76,,,,2021-07-26,30,210147125.0,19707662.0,18999,550502,578,18398567.0,758593.0,
2591253,Brasil,,,76,,,,2021-07-27,30,210147125.0,19749073.0,41411,551835,1333,18466822.0,730416.0,
2591254,Brasil,,,76,,,,2021-07-28,30,210147125.0,19797086.0,48013,553179,1344,18530306.0,713601.0,
2591255,Brasil,,,76,,,,2021-07-29,30,210147125.0,19839369.0,42283,554497,1318,18569991.0,714881.0,
2591256,Brasil,,,76,,,,2021-07-30,30,210147125.0,19880273.0,40904,555460,963,18595380.0,729433.0,
2591257,Brasil,,,76,,,,2021-07-31,30,210147125.0,19917855.0,37582,556370,910,18619542.0,741943.0,
2591258,Brasil,,,76,,,,2021-08-01,31,210147125.0,19938358.0,20503,556834,464,18645993.0,735531.0,
2591259,Brasil,,,76,,,,2021-08-02,31,210147125.0,19953501.0,15143,557223,389,18687203.0,709075.0,
2591260,Brasil,,,76,,,,2021-08-03,31,210147125.0,19985817.0,32316,558432,1209,18746865.0,680520.0,
2591261,Brasil,,,76,,,,2021-08-04,31,210147125.0,20026533.0,40716,559607,1175,18800884.0,666042.0,
2591262,Brasil,,,76,,,,2021-08-05,31,210147125.0,20066587.0,40054,560706,1099,18840232.0,665649.0,
2591263,Brasil,,,76,,,,2021-08-06,31,210147125.0,20108746.0,42159,561762,1056,18868602.0,678382.0,
2591264,Brasil,,,76,,,,2021-08-07,31,210147125.0,20151779.0,43033,562752,990,18894631.0,694396.0,
2591265,Brasil,,,76,,,,2021-08-08,32,210147125.0,20165672.0,13893,563151,399,18907243.0,695278.0,
2591266,Brasil,,,76,,,,2021-08-09,32,210147125.0,20177757.0,12085,563562,411,18939051.0,675144.0,
2591267,Brasil,,,76,,,,2021-08-10,32,210147125.0,20212642.0,34885,564773,1211,19022724.0,625145.0,
2591268,Brasil,,,76,,,,2021-08-11,32,210147125.0,20245085.0,32443,565748,975,19092832.0,586505.0,
2591269,Brasil,,,76,,,,2021-08-12,32,210147125.0,20285067.0,39982,566896,1148,19151021.0,567150.0,
2591270,Brasil,,,76,,,,2021-08-13,32,210147125.0,20319000.0,33933,567862,966,19173917.0,577221.0,
2591271,Brasil,,,76,,,,2021-08-14,32,210147125.0,20350142.0,31142,568788,926,19195514.0,585840.0,
2591272,Brasil,,,76,,,,2021-08-15,33,210147125.0,20364099.0,13957,569058,270,19218630.0,576411.0,
2591273,Brasil,,,76,,,,2021-08-16,33,210147125.0,20378570.0,14471,569492,434,19255927.0,553151.0,
2591274,Brasil,,,76,,,,2021-08-17,33,210147125.0,20416183.0,37613,570598,1106,19313546.0,532039.0,
2591275,Brasil,,,76,,,,2021-08-18,33,210147125.0,20457897.0,41714,571662,1064,19362990.0,523245.0,
2591276,Brasil,,,76,,,,2021-08-19,33,210147125.0,20494212.0,36315,572641,979,19393047.0,528524.0,
2591277,Brasil,,,76,,,,2021-08-20,33,210147125.0,20528099.0,33887,573511,870,19413552.0,541036.0,
2591278,Brasil,,,76,,,,2021-08-21,33,210147125.0,20556487.0,28388,574209,698,19431197.0,551081.0,
2591279,Brasil,,,76,,,,2021-08-22,34,210147125.0,20570891.0,14404,574527,318,19448816.0,547548.0,
2591280,Brasil,,,76,,,,2021-08-23,34,210147125.0,20583994.0,13103,574848,321,19479947.0,529199.0,
2591281,Brasil,,,76,,,,2021-08-24,34,210147125.0,20614866.0,30872,575742,894,19530843.0,508281.0,
2591282,Brasil,,,76,,,,2021-08-25,34,210147125.0,20645537.0,30671,576645,903,19577135.0,491757.0,
2591283,Brasil,,,76,,,,2021-08-26,34,210147125.0,20676561.0,31024,577565,920,19609503.0,489493.0,
2591284,Brasil,,,76,,,,2021-08-27,34,210147125.0,20703906.0,27345,578326,761,19629675.0,495905.0,
2591285,Brasil,,,76,,,,2021-08-28,34,210147125.0,20728605.0,24699,579010,684,19646400.0,503195.0,
2591286,Brasil,,,76,,,,2021-08-29,35,210147125.0,20741815.0,13210,579308,298,19663748.0,498759.0,
2591287,Brasil,,,76,,,,2021-08-30,35,210147125.0,20752281.0,10466,579574,266,19692898.0,479809.0,
2591288,Brasil,,,76,,,,2021-08-31,35,210147125.0,20776870.0,24589,580413,839,19735447.0,461010.0,
2591289,Brasil,,,76,,,,2021-09-01,35,210147125.0,20804215.0,27345,581150,737,19775873.0,447192.0,
2591290,Brasil,,,76,,,,2021-09-02,35,210147125.0,20830495.0,26280,581914,764,19801725.0,446856.0,
2591291,Brasil,,,76,,,,2021-09-03,35,210147125.0,20856060.0,25565,582670,756,19820202.0,453188.0,
2591292,Brasil,,,76,,,,2021-09-04,35,210147125.0,20877864.0,21804,583362,692,19838912.0,455590.0,
2591293,Brasil,,,76,,,,2021-09-05,36,210147125.0,20890779.0,12915,583628,266,19862438.0,444713.0,
2591294,Brasil,,,76,,,,2021-09-06,36,210147125.0,20899933.0,9154,583810,182,19894660.0,421463.0,
2591295,Brasil,,,76,,,,2021-09-07,36,210147125.0,20913578.0,13645,584171,361,19932646.0,396761.0,
2591296,Brasil,,,76,,,,2021-09-08,36,210147125.0,20928008.0,14430,584421,250,19966693.0,376894.0,
2591297,Brasil,,,76,,,,2021-09-09,36,210147125.0,20958899.0,30891,585174,753,20002562.0,371163.0,
2591298,Brasil,,,76,,,,2021-09-10,36,210147125.0,20974850.0,15951,585846,672,20016161.0,372843.0,
2591299,Brasil,,,76,,,,2021-09-11,36,210147125.0,20989164.0,14314,586558,712,20029040.0,373566.0,
2591300,Brasil,,,76,,,,2021-09-12,37,210147125.0,20999779.0,10615,586851,293,20050471.0,362457.0,
2591301,Brasil,,,76,,,,2021-09-13,37,210147125.0,21006424.0,6645,587066,215,20076733.0,342625.0,
2591302,Brasil,,,76,,,,2021-09-14,37,210147125.0,21019830.0,13406,587797,731,20108417.0,323616.0,
2591303,Brasil,,,76,,,,2021-09-15,37,210147125.0,21034610.0,14780,588597,800,20138267.0,307746.0,
2591304,Brasil,,,76,,,,2021-09-16,37,210147125.0,21069017.0,34407,589240,643,20173064.0,306713.0,
2591305,Brasil,,,76,,,,2021-09-17,37,210147125.0,21080219.0,11202,589573,333,20180106.0,310540.0,
2591306,Brasil,,,76,,,,2021-09-18,37,210147125.0,21230325.0,150106,590508,935,20280294.0,359523.0,
2591307,Brasil,,,76,,,,2021-09-19,38,210147125.0,21239783.0,9458,590752,244,20253273.0,395758.0,
2591308,Brasil,,,76,,,,2021-09-20,38,210147125.0,21247667.0,7884,590955,203,20230891.0,425821.0,
2591309,Brasil,,,76,,,,2021-09-21,38,210147125.0,21247094.0,-573,591440,485,20250198.0,405456.0,
2591310,Brasil,,,76,,,,2021-09-22,38,210147125.0,21283567.0,36473,592316,876,20295538.0,395713.0,
2591311,Brasil,,,76,,,,2021-09-23,38,210147125.0,21308178.0,24611,592964,648,20319520.0,395694.0,
2591312,Brasil,,,76,,,,2021-09-24,38,210147125.0,21327616.0,19438,593663,699,20326408.0,407545.0,
2591313,Brasil,,,76,,,,2021-09-25,38,210147125.0,21343304.0,15688,594200,537,20333908.0,415196.0,
2591314,Brasil,,,76,,,,2021-09-26,39,210147125.0,21351972.0,8668,594443,243,20340373.0,417156.0,
2591315,Brasil,,,76,,,,2021-09-27,39,210147125.0,21366395.0,14423,594653,210,20361191.0,410551.0,
2591316,Brasil,,,76,,,,2021-09-28,39,210147125.0,21381790.0,15395,595446,793,20383243.0,403101.0,
2591317,Brasil,,,76,,,,2021-09-29,39,210147125.0,21399546.0,17756,596122,676,20404701.0,398723.0,
2591318,Brasil,,,76,,,,2021-09-30,39,210147125.0,21427073.0,27527,596749,627,20425139.0,405185.0,
2591319,Brasil,,,76,,,,2021-10-01,39,210147125.0,21445651.0,18578,597255,506,20432643.0,415753.0,
2591320,Brasil,,,76,,,,2021-10-02,39,210147125.0,21459117.0,13466,597723,468,20436127.0,425267.0,
2591321,Brasil,,,76,,,,2021-10-03,40,210147125.0,21468121.0,9004,597948,225,20442653.0,427520.0,
2591322,Brasil,,,76,,,,2021-10-04,40,210147125.0,21478546.0,10425,598152,204,20462345.0,418049.0,
2591323,Brasil,,,76,,,,2021-10-05,40,210147125.0,21499074.0,20528,598829,677,20488785.0,411460.0,
2591324,Brasil,,,76,,,,2021-10-06,40,210147125.0,21516967.0,17893,599359,530,20554936.0,362672.0,
2591325,Brasil,,,76,,,,2021-10-07,40,210147125.0,21532558.0,15591,599810,451,20609046.0,323702.0,
2591326,Brasil,,,76,,,,2021-10-08,40,210147125.0,21550730.0,18172,600425,615,20665273.0,285032.0,
2591327,Brasil,,,76,,,,2021-10-09,40,210147125.0,21567181.0,16451,600829,404,20670348.0,296004.0,
2591328,Brasil,,,76,,,,2021-10-10,41,210147125.0,21575820.0,8639,601011,182,20678858.0,295951.0,
2591329,Brasil,,,76,,,,2021-10-11,41,210147125.0,21582738.0,6918,601213,202,20694669.0,286856.0,
2591330,Brasil,,,76,,,,2021-10-12,41,210147125.0,21590097.0,7359,601398,185,20720496.0,268203.0,
2591331,Brasil,,,76,,,,2021-10-13,41,210147125.0,21597949.0,7852,601574,176,20740267.0,256108.0,
2591332,Brasil,,,76,,,,2021-10-14,41,210147125.0,21612237.0,14288,602099,525,20758597.0,251541.0,
2591333,Brasil,,,76,,,,2021-10-15,41,210147125.0,21627476.0,15239,602669,570,20773826.0,250981.0,
2591334,Brasil,,,76,,,,2021-10-16,41,210147125.0,21638726.0,11250,603152,483,20783940.0,251634.0,
2591335,Brasil,,,76,,,,2021-10-17,42,210147125.0,21644464.0,5738,603282,130,20794497.0,246685.0,
2591336,Brasil,,,76,,,,2021-10-18,42,210147125.0,21651910.0,7446,603465,183,20813408.0,235037.0,
2591337,Brasil,,,76,,,,2021-10-19,42,210147125.0,21664879.0,12969,603855,390,20838188.0,222836.0,
2591338,Brasil,,,76,,,,2021-10-20,42,210147125.0,21680488.0,15609,604228,373,20861055.0,215205.0,
2591339,Brasil,,,76,,,,2021-10-21,42,210147125.0,21697341.0,16853,604679,451,20875999.0,216663.0,
2591340,Brasil,,,76,,,,2021-10-22,42,210147125.0,21711843.0,14502,605139,460,20885484.0,221220.0,
2591341,Brasil,,,76,,,,2021-10-23,42,210147125.0,21723559.0,11716,605457,318,20895886.0,222216.0,
2591342,Brasil,,,76,,,,2021-10-24,43,210147125.0,21729763.0,6204,605644,187,20907224.0,216895.0,
2591343,Brasil,,,76,,,,2021-10-25,43,210147125.0,21735560.0,5797,605804,160,20922633.0,207123.0,
2591344,Brasil,,,76,,,,2021-10-26,43,210147125.0,21748984.0,13424,606246,442,20944087.0,198651.0,
2591345,Brasil,,,76,,,,2021-10-27,43,210147125.0,21766168.0,17184,606679,433,20965296.0,194193.0,
2591346,Brasil,,,76,,,,2021-10-28,43,210147125.0,21781436.0,15268,607068,389,20979324.0,195044.0,
2591347,Brasil,,,76,,,,2021-10-29,43,210147125.0,21793401.0,11965,607462,394,20986901.0,199038.0,
2591348,Brasil,,,76,,,,2021-10-30,43,210147125.0,21804094.0,10693,607694,232,20992510.0,203890.0,
2591349,Brasil,,,76,,,,2021-10-31,44,210147125.0,21810855.0,6761,607824,130,20996772.0,206259.0,
2591350,Brasil,,,76,,,,2021-11-01,44,210147125.0,21814693.0,3838,607922,98,21003105.0,203666.0,
2591351,Brasil,,,76,,,,2021-11-02,44,210147125.0,21821124.0,6431,608071,149,21015876.0,197177.0,
2591352,Brasil,,,76,,,,2021-11-03,44,210147125.0,21835785.0,14661,608235,164,21035263.0,192287.0,
2591353,Brasil,,,76,,,,2021-11-04,44,210147125.0,21849137.0,13352,608671,436,21047296.0,193170.0,
2591354,Brasil,,,76,,,,2021-11-05,44,210147125.0,21862458.0,13321,609060,389,21054660.0,198738.0,
2591355,Brasil,,,76,,,,2021-11-06,44,210147125.0,21874324.0,11866,609388,328,21062218.0,202718.0,
2591356,Brasil,,,76,,,,2021-11-07,45,210147125.0,21880439.0,6115,609447,59,21069794.0,201198.0,
2591357,Brasil,,,76,,,,2021-11-08,45,210147125.0,21886077.0,5638,609573,126,21082343.0,194161.0,
2591358,Brasil,,,76,,,,2021-11-09,45,210147125.0,21897025.0,10948,609756,183,21100888.0,186381.0,
2591359,Brasil,,,76,,,,2021-11-10,45,210147125.0,21909298.0,12273,610036,280,21117407.0,181855.0,
2591360,Brasil,,,76,,,,2021-11-11,45,210147125.0,21924598.0,15300,610224,188,21130382.0,183992.0,
2591361,Brasil,,,76,,,,2021-11-12,45,210147125.0,21939196.0,14598,610491,267,21138584.0,190121.0,
2591362,Brasil,,,76,,,,2021-11-13,45,210147125.0,21953838.0,14642,611222,731,21146255.0,196361.0,
2591363,Brasil,,,76,,,,2021-11-14,46,210147125.0,21957967.0,4129,611283,61,21151342.0,195342.0,
2591364,Brasil,,,76,,,,2021-11-15,46,210147125.0,21960766.0,2799,611346,63,21162046.0,187374.0,
2591365,Brasil,,,76,,,,2021-11-16,46,210147125.0,21965684.0,4918,611478,132,21177367.0,176839.0,
2591366,Brasil,,,76,,,,2021-11-17,46,210147125.0,21977661.0,11977,611851,373,21194900.0,170910.0,
2591367,Brasil,,,76,,,,2021-11-18,46,210147125.0,21989962.0,12301,612144,293,21206997.0,170821.0,
2591368,Brasil,,,76,,,,2021-11-19,46,210147125.0,22003317.0,13355,612370,226,21214823.0,176124.0,
2591369,Brasil,,,76,,,,2021-11-20,46,210147125.0,22012150.0,8833,612587,217,21217739.0,181824.0,
2591370,Brasil,,,76,,,,2021-11-21,47,210147125.0,22017276.0,5126,612659,72,21222032.0,182585.0,
2591371,Brasil,,,76,,,,2021-11-22,47,210147125.0,22019870.0,2594,612782,123,21230357.0,176731.0,
2591372,Brasil,,,76,,,,2021-11-23,47,210147125.0,22030182.0,10312,613066,284,21247982.0,169134.0,
2591373,Brasil,,,76,,,,2021-11-24,47,210147125.0,22043112.0,12930,613339,273,21264713.0,165060.0,
2591374,Brasil,,,76,,,,2021-11-25,47,210147125.0,22055238.0,12126,613642,303,21275209.0,166387.0,
2591375,Brasil,,,76,,,,2021-11-26,47,210147125.0,22067630.0,12392,613957,315,21282804.0,170869.0,
2591376,Brasil,,,76,,,,2021-11-27,47,210147125.0,22076863.0,9233,614186,229,21288281.0,174396.0,
2591377,Brasil,,,76,,,,2021-11-28,48,210147125.0,22080906.0,4043,614278,92,21293314.0,173314.0,
2591378,Brasil,,,76,,,,2021-11-29,48,210147125.0,22084749.0,3843,614376,98,21304115.0,166258.0,
2591379,Brasil,,,76,,,,2021-11-30,48,210147125.0,22094459.0,9710,614681,305,21321631.0,158147.0,
2591380,Brasil,,,76,,,,2021-12-01,48,210147125.0,22105872.0,11413,614964,283,21339118.0,151790.0,
2591381,Brasil,,,76,,,,2021-12-02,48,210147125.0,22118782.0,12910,615179,215,21351505.0,152098.0,
2591382,Brasil,,,76,,,,2021-12-03,48,210147125.0,22129409.0,10627,615400,221,21357412.0,156597.0,
2591383,Brasil,,,76,,,,2021-12-04,48,210147125.0,22138247.0,8838,615570,170,21359352.0,163325.0,
2591384,Brasil,,,76,,,,2021-12-05,49,210147125.0,22143091.0,4844,615636,66,21362553.0,164902.0,
2591385,Brasil,,,76,,,,2021-12-06,49,210147125.0,22147476.0,4385,615744,108,21370388.0,161344.0,
2591386,Brasil,,,76,,,,2021-12-07,49,210147125.0,22157726.0,10250,616018,274,21386271.0,155437.0,
2591387,Brasil,,,76,,,,2021-12-08,49,210147125.0,22167781.0,10055,616251,233,21399316.0,152214.0,
2591388,Brasil,,,76,,,,2021-12-09,49,210147125.0,22177059.0,9278,616457,206,21407699.0,152903.0,
2591389,Brasil,,,76,,,,2021-12-10,49,210147125.0,22184824.0,7765,616691,234,21411803.0,156330.0,
2591390,Brasil,,,76,,,,2021-12-11,49,210147125.0,22188179.0,3355,616744,53,21414318.0,157117.0,
2591391,Brasil,,,76,,,,2021-12-12,50,210147125.0,22189867.0,1688,616830,86,21420161.0,152876.0,
2591392,Brasil,,,76,,,,2021-12-13,50,210147125.0,22191949.0,2082,616878,48,21431386.0,143685.0,
2591393,Brasil,,,76,,,,2021-12-14,50,210147125.0,22195775.0,3826,616970,92,21444849.0,133956.0,
2591394,Brasil,,,76,,,,2021-12-15,50,210147125.0,22201221.0,5446,617271,301,21457323.0,126627.0,
2591395,Brasil,,,76,,,,2021-12-16,50,210147125.0,22204941.0,3720,617395,124,21465103.0,122443.0,
2591396,Brasil,,,76,,,,2021-12-17,50,210147125.0,22209020.0,4079,617601,206,21470339.0,121080.0,
2591397,Brasil,,,76,,,,2021-12-18,50,210147125.0,22212343.0,3323,617754,153,21475665.0,118924.0,
2591398,Brasil,,,76,,,,2021-12-19,51,210147125.0,22213762.0,1419,617803,49,21482323.0,113636.0,
2591399,Brasil,,,76,,,,2021-12-20,51,210147125.0,22215856.0,2094,617873,70,21493235.0,104748.0,
2591400,Brasil,,,76,,,,2021-12-21,51,210147125.0,22219477.0,3621,617948,75,21505879.0,95650.0,
2591401,Brasil,,,76,,,,2021-12-22,51,210147125.0,22222928.0,3451,618091,143,21516819.0,88018.0,
2591402,Brasil,,,76,,,,2021-12-23,51,210147125.0,22226573.0,3645,618228,137,21524821.0,83524.0,
2591403,Brasil,,,76,,,,2021-12-24,51,210147125.0,22230737.0,4164,618392,164,21531123.0,81222.0,
2591404,Brasil,,,76,,,,2021-12-25,51,210147125.0,22234626.0,3889,618424,32,21537535.0,78667.0,
2591405,Brasil,,,76,,,,2021-12-26,52,210147125.0,22239436.0,4810,618448,24,21546135.0,74853.0,
2591406,Brasil,,,76,,,,2021-12-27,52,210147125.0,22246276.0,6840,618534,86,21557380.0,70362.0,
2591407,Brasil,,,76,,,,2021-12-28,52,210147125.0,22254706.0,8430,618705,171,21567845.0,68156.0,
2591408,Brasil,,,76,,,,2021-12-29,52,210147125.0,22263834.0,9128,618817,112,21575485.0,69532.0,
2591409,Brasil,,,76,,,,2021-12-30,52,210147125.0,22277239.0,13405,618984,167,21582700.0,75555.0,
2591410,Brasil,,,76,,,,2021-12-31,52,210147125.0,22287521.0,10282,619056,72,21584402.0,84063.0,
3625123,Brasil,,,76,,,,2022-01-01,52,210147125.0,22291507.0,3986,619105,49,21581668.0,90734.0,
3625124,Brasil,,,76,,,,2022-01-02,1,210147125.0,22293228.0,1721,619133,28,21581717.0,92378.0,
3625125,Brasil,,,76,,,,2022-01-03,1,210147125.0,22305078.0,11850,619209,76,21591847.0,94022.0,
3625126,Brasil,,,76,,,,2022-01-04,1,210147125.0,22323837.0,18759,619384,175,21603954.0,100499.0,
3625127,Brasil,,,76,,,,2022-01-05,1,210147125.0,22351104.0,27267,619513,129,21615473.0,116118.0,
3625128,Brasil,,,76,,,,2022-01-06,1,210147125.0,22386930.0,35826,619641,128,21626836.0,140453.0,
3625129,Brasil,,,76,,,,2022-01-07,1,210147125.0,22450222.0,63292,619822,181,21650151.0,180249.0,
3625130,Brasil,,,76,,,,2022-01-08,1,210147125.0,22499525.0,49303,619937,115,21652319.0,227269.0,
3625131,Brasil,,,76,,,,2022-01-09,2,210147125.0,22523907.0,24382,619981,44,21634074.0,269852.0,
3625132,Brasil,,,76,,,,2022-01-10,2,210147125.0,22558695.0,34788,620091,110,21636133.0,302471.0,
3625133,Brasil,,,76,,,,2022-01-11,2,210147125.0,22629460.0,70765,620238,147,21667147.0,342075.0,
3625134,Brasil,,,76,,,,2022-01-12,2,210147125.0,22716931.0,87471,620371,133,21694064.0,402496.0,
3625135,Brasil,,,76,,,,2022-01-13,2,210147125.0,22814917.0,97986,620545,174,21710831.0,483541.0,
3625136,Brasil,,,76,,,,2022-01-14,2,210147125.0,22927203.0,112286,620796,251,21728937.0,577470.0,
3625137,Brasil,,,76,,,,2022-01-15,2,210147125.0,22975723.0,48520,620971,175,21697818.0,656934.0,
3625138,Brasil,,,76,,,,2022-01-16,3,210147125.0,23000657.0,24934,621045,74,21668942.0,710670.0,
3625139,Brasil,,,76,,,,2022-01-17,3,210147125.0,23074791.0,74134,621166,121,21704050.0,749575.0,
3625140,Brasil,,,76,,,,2022-01-18,3,210147125.0,23211894.0,137103,621517,351,21773085.0,817292.0,
3625141,Brasil,,,76,,,,2022-01-19,3,210147125.0,23416748.0,204854,621855,338,21848301.0,946592.0,
3625142,Brasil,,,76,,,,2022-01-20,3,210147125.0,23585243.0,168495,622205,350,21851922.0,1111116.0,
3625143,Brasil,,,76,,,,2022-01-21,3,210147125.0,23751782.0,166539,622563,358,21844293.0,1284926.0,
3625144,Brasil,,,76,,,,2022-01-22,3,210147125.0,23909175.0,157393,622801,238,21848302.0,1438072.0,
3625145,Brasil,,,76,,,,2022-01-23,4,210147125.0,24044255.0,135080,623097,296,21849545.0,1571613.0,
3625146,Brasil,,,76,,,,2022-01-24,4,210147125.0,24127595.0,83340,623356,259,21834758.0,1669481.0,
3625147,Brasil,,,76,,,,2022-01-25,4,210147125.0,24311317.0,183722,623843,487,21926277.0,1761197.0,
3625148,Brasil,,,76,,,,2022-01-26,4,210147125.0,24535884.0,224567,624413,570,22036168.0,1875303.0,
3625149,Brasil,,,76,,,,2022-01-27,4,210147125.0,24764838.0,228954,625085,672,22098157.0,2041596.0,
3625150,Brasil,,,76,,,,2022-01-28,4,210147125.0,25034806.0,269968,625884,799,22162914.0,2246008.0,
3625151,Brasil,,,76,,,,2022-01-29,4,210147125.0,25214622.0,179816,626524,640,22159759.0,2428339.0,
3625152,Brasil,,,76,,,,2022-01-30,5,210147125.0,25348797.0,134175,626854,330,22163750.0,2558193.0,
3625153,Brasil,,,76,,,,2022-01-31,5,210147125.0,25426744.0,77947,627138,284,22196442.0,2603164.0,
3625154,Brasil,,,76,,,,2022-02-01,5,210147125.0,25620209.0,193465,628067,929,22353361.0,2638781.0,
3625155,Brasil,,,76,,,,2022-02-02,5,210147125.0,25793112.0,172903,628960,893,22464029.0,2700123.0,
3625156,Brasil,,,76,,,,2022-02-03,5,210147125.0,26091520.0,298408,630001,1041,22602506.0,2859013.0,
3625157,Brasil,,,76,,,,2022-02-04,5,210147125.0,26275831.0,184311,630494,493,22617665.0,3027672.0,
3625158,Brasil,,,76,,,,2022-02-05,5,210147125.0,26473273.0,197442,631802,1308,22666567.0,3174904.0,
3625159,Brasil,,,76,,,,2022-02-06,6,210147125.0,26533010.0,59737,632193,391,22717907.0,3182910.0,
3625160,Brasil,,,76,,,,2022-02-07,6,210147125.0,26599593.0,66583,632621,428,22846652.0,3120320.0,
3625161,Brasil,,,76,,,,2022-02-08,6,210147125.0,26776620.0,177027,633810,1189,23101660.0,3041150.0,
3625162,Brasil,,,76,,,,2022-02-09,6,210147125.0,26955434.0,178814,635074,1264,23303192.0,3017168.0,
3625163,Brasil,,,76,,,,2022-02-10,6,210147125.0,27119500.0,164066,636017,943,23446849.0,3036634.0,
3625164,Brasil,,,76,,,,2022-02-11,6,210147125.0,27285509.0,166009,637152,1135,23568213.0,3080144.0,
3625165,Brasil,,,76,,,,2022-02-12,6,210147125.0,27425743.0,140234,638048,896,23685472.0,3102223.0,
3625166,Brasil,,,76,,,,2022-02-13,7,210147125.0,27479963.0,54220,638362,314,23783443.0,3058158.0,
3625167,Brasil,,,76,,,,2022-02-14,7,210147125.0,27538503.0,58540,638835,473,23969577.0,2930091.0,
3625168,Brasil,,,76,,,,2022-02-15,7,210147125.0,27659052.0,120549,639689,854,24252534.0,2766829.0,
3625169,Brasil,,,76,,,,2022-02-16,7,210147125.0,27806786.0,147734,640774,1085,24516591.0,2649421.0,
3625170,Brasil,,,76,,,,2022-02-17,7,210147125.0,27937835.0,131049,641902,1128,24708484.0,2587449.0,
3625171,Brasil,,,76,,,,2022-02-18,7,210147125.0,28058862.0,121027,643029,1127,24826457.0,2589376.0,
3625172,Brasil,,,76,,,,2022-02-19,7,210147125.0,28167587.0,108725,643880,851,24949782.0,2573925.0,
3625173,Brasil,,,76,,,,2022-02-20,8,210147125.0,28208212.0,40625,644286,406,25048072.0,2515854.0,
3625174,Brasil,,,76,,,,2022-02-21,8,210147125.0,28245551.0,37339,644604,318,25244026.0,2356921.0,
3625175,Brasil,,,76,,,,2022-02-22,8,210147125.0,28351327.0,105776,645420,816,25505984.0,2199923.0,
3625176,Brasil,,,76,,,,2022-02-23,8,210147125.0,28484890.0,133563,646419,999,25772807.0,2065664.0,
3625177,Brasil,,,76,,,,2022-02-24,8,210147125.0,28578647.0,93757,647390,971,25901919.0,2029338.0,
3625178,Brasil,,,76,,,,2022-02-25,8,210147125.0,28670242.0,91595,648160,770,25994566.0,2027516.0,
3625179,Brasil,,,76,,,,2022-02-26,8,210147125.0,28744050.0,73808,648913,753,26082511.0,2012626.0,
3625180,Brasil,,,76,,,,2022-02-27,9,210147125.0,28768104.0,24054,649134,221,26183623.0,1935347.0,
3625181,Brasil,,,76,,,,2022-02-28,9,210147125.0,28787620.0,19516,649333,199,26336373.0,1801914.0,
3625182,Brasil,,,76,,,,2022-03-01,9,210147125.0,28811165.0,23545,649630,297,26506005.0,1655530.0,
3625183,Brasil,,,76,,,,2022-03-02,9,210147125.0,28842160.0,30995,650000,370,26668010.0,1524150.0,
3625184,Brasil,,,76,,,,2022-03-03,9,210147125.0,28904030.0,61870,650578,578,26810286.0,1443166.0,
3625185,Brasil,,,76,,,,2022-03-04,9,210147125.0,28973799.0,69769,651255,677,26909481.0,1413063.0,
3625186,Brasil,,,76,,,,2022-03-05,9,210147125.0,29033052.0,59253,651927,672,26982294.0,1398831.0,
